id,Action
1,0.6477188249557351
2,0.7219470152897965
3,0.7036087522181782
4,0.7300891206167679
5,0.7306716966332739
6,0.7185107596134931
7,0.7212653580063981
8,0.7261934165128539
9,0.7253027272925601
10,0.7296133346949363
11,0.6395722014384391
12,0.7212669229788616
13,0.7199540232411501
14,0.6936265271982704
15,0.7121427785244142
16,0.7309396596289323
17,0.6821453115732568
18,0.676392704741125
19,0.7301606581133662
20,0.6872495359366902
21,0.7307269241531792
22,0.7292349672514518
23,0.714816790663606
24,0.7269931445504915
25,0.7257370874118816
26,0.6843790069317491
27,0.6966244319951335
28,0.6855000356286648
29,0.71285552366337
30,0.7293294291262022
31,0.7180667432205617
32,0.6971304819203398
33,0.7228951835196631
34,0.7212653580063981
35,0.7180667432205617
36,0.6933673938523007
37,0.7303438349751613
38,0.7309341640074252
39,0.7006668481301888
40,0.7033062626525043
41,0.6603236068840087
42,0.6802044176844443
43,0.712136547087997
44,0.7284750326928423
45,0.72419685903975894
46,0.7226226633055773
47,0.7200947567502852
48,0.7125762172661457
49,0.7310316909184295
50,0.716249687427438
51,0.7244273373724155
52,0.7233455402787768
53,0.7240570078272895
54,0.7291329706215791
55,0.7025953648879278
56,0.6477188249557351
57,0.7087704475323371
58,0.7233802085034745
59,0.7203308330293653
60,0.6802044176844443
61,0.7260884087838749
62,0.7305802174762457
63,0.7151763312045547
64,0.723549355988585
65,0.7307669583571652
66,0.7247604548560943
67,0.690856190836688
68,0.7283191430626725
69,0.7014395965080605
70,0.6564009776336066
71,0.7107227555039626
72,0.7204593991294201
73,0.7257370874118816
74,0.7215070416645221
75,0.7200947567502852
76,0.7291575155714438
77,0.7251109802453124
78,0.6840193244800592
79,0.6842709375122535
80,0.7232272205740818
81,0.7190373222760787
82,0.7261329147716344
83,0.7215993726634282
84,0.7220739977942595
85,0.7106347049794038
86,0.723792122854702
87,0.729212796073374
88,0.7102454517624547
89,0.7199955388477386
90,0.7150369581547122
91,0.6971304819203398
92,0.7164357111193905
93,0.718238239725117
94,0.6256667518923992
95,0.71726685609786
96,0.6900213649850259
97,0.6395722014384391
98,0.7297996998756356
99,0.7247604548560943
100,0.7122969875753618
101,0.7077538228776714
102,0.7137059802225358
103,0.6914878928352687
104,0.7253027272925601
105,0.6400899628603065
106,0.7281113814347235
107,0.7218518248207513
108,0.6819457461134535
109,0.727335616731791
110,0.7276592148359506
111,0.6395722014384391
112,0.7240887979523389
113,0.7197180461571858
114,0.7125270595035124
115,0.7141713046010513
116,0.7180667432205617
117,0.7180667432205617
118,0.6745626413773633
119,0.7295167926239801
120,0.7190035815304177
121,0.7150369581547122
122,0.693397202577958
123,0.7231995012236065
124,0.6909942807994136
125,0.6842709375122535
126,0.7071076275738836
127,0.6733079580106054
128,0.6636784513528203
129,0.6985353084608973
130,0.7262595433988598
131,0.7270752873755661
