id,Action
1,4.4258691852015675e-5
2,0.9999958491277785
3,0.8901001704425971
4,0.9721100438837013
5,1
6,0.9998706903047805
7,0.9999571012965908
8,0.999992020848676
9,0.6887934516476891
10,0.9177876991503435
11,2.8806917869910187e-7
12,0.004687914144849443
13,0.9999999484524631
14,0.044437590172060455
15,0.9999614321847176
16,0.9998683686886175
17,0.08229714510414943
18,0.0199523487510156
19,0.9812992118415971
20,0.19925386675156556
21,0.9999964085271823
22,0.999378345332016
23,0.9999980658149198
24,0.1574782225267932
25,0.9587831098335463
26,0.35511890206081864
27,0.9478763435424192
28,0.24123286452970685
29,0.6355542545032917
30,0.9589584699660448
31,0.9774895351206289
32,0.9893183377478302
33,0.7726253135316792
34,0.9999571012965908
35,0.9774895351206289
36,0.6877559818372354
37,0.9881827934878505
38,0.999999999999376
39,0.056935743358702745
40,0.9989074971167936
41,1.4084032121493518e-7
42,0.009755762204283562
43,0.9960712266733781
44,0.9999999999979738
45,0.9719366097843158
46,0.9970865088041883
47,0.9997082958964094
48,0.05890754353474111
49,1
50,0.9997695136257507
51,0.9999999999989471
52,0.9294719369533545
53,0.9973550706654588
54,0.9998825294556586
55,0.957240003617516
56,4.4258691852015675e-5
57,0.999794518746466
58,0.9999998629103669
59,0.9988424898258719
60,0.009755762204283562
61,0.9925875286180051
62,0.9999806568028071
63,0.9167807965428514
64,0.9842642380981209
65,0.9999895305378845
66,0.9835989067712579
67,0.007472307534214095
68,0.9999999975946781
69,0.03335133720268608
70,0.007776034268158791
71,0.5219027597507158
72,0.9788503182260323
73,0.9587831098335463
74,0.9562664279747939
75,0.9997082958964094
76,0.9999506672739565
77,0.9542422001333963
78,0.002694219462325073
79,0.5476931625400419
80,0.9999999992607393
81,0.986859288634585
82,0.9972202947784939
83,0.9988646491357321
84,0.9999877207298427
85,0.2721246685303434
86,0.2128099782036324
87,0.9980312158498706
88,0.8221991856299754
89,0.9974398292144142
90,0.7554409496404415
91,0.9893183377478302
92,0.9362742346500326
93,0.9938453591407463
94,2.8320017899558834e-7
95,0.9993310738476753
96,0.014609259057766335
97,2.8806917869910187e-7
98,0.9399327541198255
99,0.9835989067712579
100,0.9998736136575017
101,0.9189781046874537
102,0.9570805279896403
103,0.01990498856272892
104,0.6887934516476891
105,3.1515042509767797e-4
106,0.9997686953361121
107,0.9993508847790002
108,0.030701151147052175
109,0.999845327946212
110,0.6121894988577447
111,2.8806917869910187e-7
112,0.9999979552413045
113,0.2456184213175605
114,0.9811557014353199
115,0.9975489175574382
116,0.9774895351206289
117,0.9774895351206289
118,0.9999974584568918
119,0.9996894982468694
120,0.9992026576483235
121,0.7554409496404415
122,0.3542306803369648
123,0.980687730344711
124,0.9979243039133042
125,0.5476931625400419
126,0.9979504021563631
127,0.008517727061009993
128,5.485345974286739e-4
129,0.006602177297139104
