id,Action
1,0.27595580802047326
2,0.8106707088971911
3,0.5625426530627158
4,0.7567197201083831
5,0.9677534015924392
6,0.6951335475617062
7,0.7454461865654035
8,0.9738394263375769
9,0.46297023404320786
10,0.6629703262816903
11,0.22157914570014717
12,0.46383270659231063
13,0.4896428268705262
14,0.3878771701475879
15,0.6365221305401167
16,0.8622415083783769
17,0.4018464002610502
18,0.37657820137740816
19,0.7590395756751251
20,0.3856670113129506
21,0.9797160970710069
22,0.8484483147192141
23,0.271884189590652
24,0.6217949221612883
25,0.5050055667506951
26,0.3129279324234602
27,0.7791678220877599
28,0.3284610064801699
29,0.6774043718675189
30,0.67204428169292
31,0.6029116294464872
32,0.38962811885376897
33,0.5759399852626533
34,0.7454461865654035
35,0.6029116294464872
36,0.5660621499120434
37,0.7842879058131808
38,0.9145257856245724
39,0.3533702540753777
40,0.7244942235510374
41,0.3811625078232191
42,0.3616290500837694
43,0.7666811525772355
44,0.8341566510358752
45,0.46176885008957885
46,0.39878855238271643
47,0.7467343718567035
48,0.5158084713019098
49,0.9907216330986326
50,0.6476403177106769
51,0.9630253815601261
52,0.5882512624100836
53,0.8276507855467742
54,0.648211989417592
55,0.44768298447684474
56,0.27595580802047326
57,0.8103983765079639
58,0.8469921806939136
59,0.6121729314596643
60,0.3616290500837694
61,0.49543095000335935
62,0.821861815391842
63,0.7083415289288496
64,0.6191190269000243
65,0.958776438920953
66,0.805873655580629
67,0.35845839164409554
68,0.6878467779542299
69,0.4379794885729391
70,0.18155947338499778
71,0.4001855930072174
72,0.7154420165365519
73,0.5050055667506951
74,0.6792252589412137
75,0.7467343718567035
76,0.6704838597617735
77,0.7227672122169558
78,0.4709642640993379
79,0.49753661953208805
80,0.9055325697795353
81,0.5475104398581555
82,0.638645168242275
83,0.6408408623671753
84,0.6931807782402621
85,0.3449759493003476
86,0.32544534128138525
87,0.311373939290645
88,0.7158957162121485
89,0.5017878598721025
90,0.5295410469910921
91,0.38962811885376897
92,0.710406420810555
93,0.8426379020162392
94,0.19753752929502738
95,0.679078183681322
96,0.42463988843242273
97,0.22157914570014717
98,0.9643226737657721
99,0.805873655580629
100,0.44879081491802203
101,0.3408922821723944
102,0.49719949550878817
103,0.5323293198080195
104,0.46297023404320786
105,0.2710121610706954
106,0.951070575626804
107,0.8257499528412221
108,0.35847984312105835
109,0.6639613749065646
110,0.6251084596985834
111,0.22157914570014717
112,0.5890974914737853
113,0.34460504277506576
114,0.41836659356842737
115,0.6116931430939039
116,0.6029116294464872
117,0.6029116294464872
118,0.3909730144826021
119,0.967656588785345
120,0.48052996306463786
121,0.5295410469910921
122,0.48198531153544377
123,0.24949346655301197
124,0.8825200999804705
125,0.49753661953208805
126,0.48117063293676
127,0.24722750365937812
128,0.23957437067657042
129,0.36512828647362267
130,0.680162309622394
131,0.8575742187915559
132,0.6886943774439812
133,0.37657820137740816
134,0.36512828647362267
135,0.6878467779542299
136,0.4379794885729391
137,0.6792252589412137
138,0.48198531153544377
139,0.42463988843242273
140,0.5625426530627158
141,0.8769380780077637
142,0.537225828110452
143,0.6490730178250184
144,0.648211989417592
145,0.805873655580629
146,0.2345677375722572
147,0.24211185695716006
148,0.27080943211259845
149,0.8469921806939136
150,0.6170058779578208
151,0.710406420810555
152,0.4709642640993379
153,0.7930687001559801
154,0.35847984312105835
155,0.34653571467033306
156,0.5995003819168125
157,0.3449759493003476
158,0.5898914217635234
159,0.9057269557479961
160,0.7227672122169558
161,0.24722750365937812
162,0.6878467779542299
163,0.6476403177106769
164,0.38388818788942475
165,0.6121729314596643
166,0.7467343718567035
167,0.5466274008822292
168,0.5466274008822292
169,0.6711013454365149
170,0.8606646361895476
171,0.710406420810555
172,0.3906478998645758
173,0.7350717390444845
174,0.580445805671604
175,0.3957915533682317
176,0.7581450632066995
177,0.5158084713019098
178,0.873819161364098
179,0.9476268048200848
180,0.24211185695716006
181,0.3193529240267915
182,0.680162309622394
183,0.598204321339041
184,0.6594506973764523
185,0.7154420165365519
186,0.46600034878912605
187,0.677025407741446
188,0.5158084713019098
189,0.48198531153544377
190,0.7581450632066995
191,0.6878467779542299
192,0.42463988843242273
193,0.7581450632066995
194,0.4859835477067652
195,0.49719949550878817
196,0.805873655580629
197,0.5816032381598888
198,0.40078951395306783
199,0.7154420165365519
200,0.19753752929502738
201,0.6503973649584645
202,0.5491330168022373
203,0.22159459650392493
204,0.5466274008822292
205,0.8988394625480413
206,0.5704556290285157
207,0.7768485470843693
208,0.5323293198080195
209,0.6370487806154648
210,0.8945730044495933
211,0.7986531700452345
212,0.23957437067657042
213,0.6804010160268498
214,0.4505590805894381
215,0.6252588015723352
216,0.6994188275356794
217,0.4068817123909816
218,0.5701259737547224
219,0.5238196403710808
220,0.43612405861113895
221,0.2683448095323443
222,0.9718764900610473
223,0.5295410469910921
224,0.46297023404320786
225,0.7454461865654035
226,0.4379794885729391
227,0.3219443522742672
228,0.6213970814621821
229,0.6920955947644806
230,0.8623606029794691
231,0.5323293198080195
232,0.47705750737398694
233,0.3449759493003476
234,0.6573102163439991
235,0.7624659172378319
236,0.33219357444886427
237,0.638645168242275
238,0.6792252589412137
239,0.22157914570014717
240,0.6029116294464872
241,0.6121729314596643
242,0.27595580802047326
243,0.4914993865185817
244,0.35847984312105835
245,0.46823357107321845
246,0.980065075817724
247,0.6407683119606896
248,0.33926314589160117
249,0.6941810086821956
250,0.801396529888326
251,0.8785987325647688
252,0.549624571773518
253,0.690423291972635
254,0.8503818514037441
255,0.8289234443850413
256,0.6121729314596643
257,0.527769550917562
258,0.42463988843242273
259,0.4800972257415116
260,0.7581450632066995
261,0.805873655580629
262,0.5050055667506951
263,0.586285541572133
264,0.6878467779542299
265,0.8298938827799426
266,0.5323293198080195
267,0.6029116294464872
268,0.6951335475617062
269,0.6941810086821956
270,0.7556686889426707
271,0.8605033431202086
272,0.505342802741845
273,0.8467202269578009
274,0.874980409599658
275,0.7581450632066995
276,0.3616290500837694
277,0.8624025939292851
278,0.5372679796354561
279,0.537225828110452
280,0.35847984312105835
281,0.9677534015924392
282,0.7884541803663475
283,0.5295410469910921
284,0.4379794885729391
285,0.5816032381598888
286,0.6506013972308823
287,0.9730183396510877
288,0.49753661953208805
289,0.38616457269782006
290,0.8298938827799426
291,0.2215614251602314
292,0.5625426530627158
293,0.6920955947644806
294,0.5701675262304843
295,0.754553117147753
296,0.19753752929502738
297,0.24344931599790745
298,0.754553117147753
299,0.22157914570014717
300,0.805873655580629
301,0.5295410469910921
302,0.49719949550878817
303,0.2742805537004167
304,0.37657820137740816
305,0.5625426530627158
306,0.6252588015723352
307,0.3449759493003476
308,0.9672491804500293
309,0.39878855238271643
310,0.7500466719777079
311,0.9359374645327205
312,0.3073640406333367
313,0.638645168242275
314,0.42463988843242273
315,0.8289234443850413
316,0.8747450950993819
317,0.20715309121394382
318,0.8191898631117052
319,0.34460504277506576
320,0.9025273780206061
321,0.6878467779542299
322,0.22157914570014717
323,0.6878467779542299
324,0.5973399990956252
325,0.5973399990956252
326,0.4952472015960188
327,0.9526582970488345
328,0.6213970814621821
329,0.4082981763606419
330,0.7556686889426707
331,0.5898914217635234
332,0.44879081491802203
333,0.837948163611555
334,0.33219357444886427
335,0.8394199622779412
336,0.5323293198080195
337,0.6408408623671753
338,0.6170058779578208
339,0.421650781777822
340,0.36512828647362267
341,0.7378004088542677
342,0.6792252589412137
343,0.5488180257348427
344,0.5238196403710808
345,0.9964172941953534
346,0.4576752731186676
347,0.3334132622404634
348,0.6441575304076956
349,0.9734410898947685
350,0.805873655580629
351,0.4378431407249085
352,0.9853976315137593
353,0.6183215674200933
354,0.547661845919801
355,0.6293992771053936
356,0.667031208529315
357,0.35847984312105835
358,0.43259633472646664
359,0.6792252589412137
360,0.5130593824588867
361,0.7228972137977975
