id,Action
1,8.046323200031723e-10
2,1.2566030728641438e-8
3,1.3727094259936162e-8
4,4.8841234353234374e-8
5,8.709646412773056e-5
6,1.9813346152965916e-8
7,6.741547699216532e-8
8,4.572970729449336e-5
9,5.23020637629429e-10
10,4.42683517627972e-9
11,8.873333130335377e-10
12,5.896942520781098e-9
13,1.1278575428585314e-8
14,4.012901601273279e-10
15,2.02790174675546e-8
16,2.723110632318802e-7
17,3.420526897745386e-10
18,2.007420834297255e-9
19,1.679194609259652e-8
20,4.355613355045559e-9
21,3.9890674914615175e-5
22,1.3023571297863122e-8
23,1.763950821909959e-9
24,1.8268648807067893e-9
25,2.2452309813897994e-9
26,4.079522188256699e-9
27,4.695164488160522e-9
28,4.120691521348911e-10
29,4.4686889996211314e-8
30,2.4636928816919556e-9
31,1.7454590144612358e-8
32,3.0820468701324693e-9
33,8.528821174508026e-9
34,6.741547699216532e-8
35,1.7454590144612358e-8
36,3.6091149682495876e-9
37,1.7111687785946583e-8
38,2.6701306595565153e-5
39,3.037237794529498e-10
40,2.887540206761883e-9
41,1.8952992708386935e-10
42,4.538899505465858e-9
43,7.539744495267143e-8
44,6.030859957632171e-8
45,2.7273033081112004e-9
46,1.1580372839033385e-7
47,2.2281197379378317e-8
48,7.054275788280377e-10
49,6.757241141582682e-5
50,9.077513647086734e-9
51,3.931676692844288e-6
52,1.862594800326562e-8
53,8.257615978495172e-8
54,1.168181073753064e-8
55,5.541644352062479e-9
56,8.046323200031723e-10
57,9.149127986348585e-8
58,8.554907865207805e-7
59,9.568977581979446e-9
60,4.538899505465858e-9
61,7.940771225812348e-9
62,9.269528638124847e-7
63,1.2756547730881729e-8
64,1.6674535572052693e-8
65,7.89358526710482e-6
66,4.227322269664964e-8
67,6.260744840246648e-10
68,2.3753744938865735e-8
69,3.060291735380467e-9
70,5.01018110115526e-10
71,4.081695377822521e-9
72,1.869904742643208e-8
73,2.2452309813897994e-9
74,2.633232110581106e-8
75,2.2281197379378317e-8
76,1.186527908336586e-8
77,1.1342619393771694e-8
78,4.649633578810028e-9
79,7.490496592728225e-9
80,4.5693348373978236e-7
81,1.46483040774449e-8
82,9.596843015672425e-9
83,4.8760008558826765e-9
84,3.0915146392102274e-8
85,5.396855604533863e-9
86,1.3348697240569422e-9
87,1.199785859290184e-9
88,2.401229319910188e-8
89,1.4444409488986428e-8
90,2.788466201514993e-9
91,3.0820468701324693e-9
92,1.210380979361338e-8
93,1.2224293484275407e-7
94,6.707416688847527e-10
95,4.718964021643954e-7
96,3.3106481023271704e-10
97,8.873333130335377e-10
98,9.264274663347122e-7
99,4.227322269664964e-8
100,1.2928234094515685e-9
101,3.228691637901242e-9
102,7.420921062460531e-9
103,2.7888653977184087e-9
104,5.23020637629429e-10
105,1.345054514057945e-9
106,1.6434228054351416e-6
107,8.404421575358113e-8
108,2.028538894473709e-9
109,4.768577669713039e-8
110,2.5494368489758905e-9
111,8.873333130335377e-10
112,1.52319813468697e-8
113,2.1646718540593226e-9
114,2.8039478679612767e-9
115,3.874379591168847e-8
116,1.7454590144612358e-8
117,1.7454590144612358e-8
118,1.2945506253808461e-8
119,1.7917614022126914e-7
120,1.4775836988296865e-8
121,2.788466201514993e-9
122,6.157722019565938e-9
123,1.5160353049650836e-9
124,1.469623848391816e-7
125,7.490496592728225e-9
126,2.6989107761773965e-9
127,1.4958815253583808e-9
128,6.830630022701656e-10
129,2.8246949224566504e-10
130,1.3795105668891695e-8
131,2.3934898419815097e-7
132,1.1124116441178905e-8
133,2.007420834297255e-9
134,2.8246949224566504e-10
135,2.3753744938865735e-8
136,3.060291735380467e-9
137,2.633232110581106e-8
138,6.157722019565938e-9
139,3.3106481023271704e-10
140,1.3727094259936162e-8
141,2.2345700689832744e-6
142,3.126713441281588e-9
143,2.3220993580197546e-8
144,1.168181073753064e-8
145,4.227322269664964e-8
146,4.386575805248572e-11
147,9.606431163507055e-11
148,1.8098282343115717e-9
149,8.554907865207805e-7
150,1.758203071845437e-8
151,1.210380979361338e-8
152,4.649633578810028e-9
153,4.6647575257800905e-8
154,2.028538894473709e-9
155,9.615881596283296e-10
156,2.1432673923451624e-8
157,5.396855604533863e-9
158,1.1330770455695462e-8
159,6.944525513800764e-8
160,1.1342619393771694e-8
161,1.4958815253583808e-9
162,2.3753744938865735e-8
163,9.077513647086734e-9
164,1.7834118667840653e-9
165,9.568977581979446e-9
166,2.2281197379378317e-8
167,5.213181486255443e-9
168,5.213181486255443e-9
169,4.76701507905403e-9
170,1.8701808773739582e-7
171,1.210380979361338e-8
172,3.1072322661000455e-9
173,3.527752538373649e-8
174,1.9972336523426365e-8
175,6.004572128904999e-9
176,3.417575696139922e-8
177,7.054275788280377e-10
178,1.6879024621026576e-6
179,5.578294033392227e-6
180,9.606431163507055e-11
181,3.6814955961697264e-10
182,1.3795105668891695e-8
183,1.122615507722759e-8
184,4.655360820938698e-7
185,1.869904742643208e-8
186,1.1771510069088486e-8
187,4.6131722993192244e-8
188,7.054275788280377e-10
189,6.157722019565938e-9
190,3.417575696139922e-8
