id,Action
1,0.6923076923076923
2,1
3,1
4,1
5,1
6,0.9615384615384616
7,1
8,0.5769230769230769
9,1
10,1
11,0.6923076923076923
12,1
13,0.9230769230769231
14,0.8846153846153846
15,0.9615384615384616
16,0.8461538461538461
17,0.8461538461538461
18,0.8461538461538461
19,1
20,0.6923076923076923
21,1
22,0.9615384615384616
23,0.9615384615384616
24,1
25,1
26,1
27,1
28,0.8846153846153846
29,0.9615384615384616
30,1
31,1
32,0.9615384615384616
33,0.6923076923076923
34,1
35,1
36,0.9230769230769231
37,1
38,1
39,0.8461538461538461
40,0.7692307692307693
41,0.8846153846153846
42,0.8846153846153846
43,0.5
44,1
45,0.8461538461538461
46,0.8846153846153846
47,1
48,1
49,1
50,0.9615384615384616
51,1
52,1
53,1
54,1
55,0.9615384615384616
56,0.6923076923076923
57,0.8076923076923077
58,0.9615384615384616
59,1
60,0.8846153846153846
61,1
62,1
63,1
64,1
65,1
66,1
67,0.6923076923076923
68,0.9615384615384616
69,0.9615384615384616
70,0.23076923076923078
71,0.9615384615384616
72,0.9615384615384616
73,1
74,1
75,1
76,1
77,1
78,0.8076923076923077
79,0.8846153846153846
80,1
81,0.9230769230769231
82,1
83,0.9615384615384616
84,1
85,0.9230769230769231
86,1
87,1
88,0.9230769230769231
89,0.9230769230769231
90,0.9615384615384616
91,0.9615384615384616
92,0.9615384615384616
93,1
94,0.8076923076923077
95,0.7307692307692307
96,0.9230769230769231
97,0.6923076923076923
98,1
99,1
100,1
101,0.8846153846153846
102,0.9615384615384616
103,0.9230769230769231
104,1
105,0.9230769230769231
106,0.6923076923076923
107,0.9230769230769231
108,0.8846153846153846
109,1
110,1
111,0.6923076923076923
112,1
113,1
114,0.6538461538461539
115,0.9615384615384616
116,1
117,1
118,0.11538461538461539
119,1
120,0.9615384615384616
121,0.9615384615384616
122,0.9615384615384616
123,1
124,0.8846153846153846
125,0.8846153846153846
126,0.9615384615384616
127,0.8076923076923077
128,0.8076923076923077
129,0.8846153846153846
130,0.9615384615384616
131,1
132,0.9230769230769231
133,0.8461538461538461
134,0.8846153846153846
135,0.9615384615384616
136,0.9615384615384616
137,1
138,0.9615384615384616
139,0.9230769230769231
140,1
141,1
142,0.9615384615384616
143,0.9615384615384616
144,1
145,1
146,0.8846153846153846
147,0.9615384615384616
148,0.8846153846153846
149,0.9615384615384616
150,1
151,0.9615384615384616
152,0.8076923076923077
153,0.7307692307692307
154,0.8846153846153846
155,0.9615384615384616
156,0.46153846153846156
157,0.9230769230769231
158,0.9615384615384616
159,0.23076923076923078
160,1
161,0.8076923076923077
162,0.9615384615384616
163,0.9615384615384616
164,0.9230769230769231
165,1
166,1
167,0.9230769230769231
168,0.9230769230769231
169,1
170,1
171,0.9615384615384616
172,0.6538461538461539
173,0.9230769230769231
174,1
175,0.9230769230769231
176,1
177,1
178,1
179,1
180,0.9615384615384616
